81,観光学への誘い(Introduction to Tourism Studies),１９世紀の近代観光と現代観光から「観光」について考えてみよう,羽生　敦子(HANYU ATSUKO),秋学期(Fall Semester),２単位(2 Credits),CMP2200,日本語(Japanese),・2016年度以降1年次入学者対象科目,観光学を初めて学ぶ学生を対象とする。私たちは、なんとなく「旅人」と「ツーリスト（旅行者・観光者）」を使い分ける。本講座では後者である「ツーリスト」から観光の歴史を概観し、「近代観光」から「現代観光」への本質的な変遷について学問的に考えることを目的とする。,Tourismは19世紀に誕生した単語である。知識層の間で流行していたオリエントの旅をテーマとした作家の旅行記などから、旅からtourismへの変遷をみる。19世紀後半、トマス・クックとともに旅はtourismという産業になった。21世紀の現在では、tourism産業は国家の重要な戦略事業のひとつあり、ツーリストへの関心も高い。旅はますます多様化している。「旅とは何か。」という基本的な問いに対し、文学者の旅を中心に考察していく。,必要に応じて別途指示する。授業中に提示する文献などを読み、自分自身で再考することが好ましい。,リアクションペーパーは完成度を重視します。,特になし。,授業中に提示する。,"",""
82,キリスト教音楽(Christian Music),クリスマスの音楽,星野　宏美(HOSHINO HIROMI),秋学期(Fall Semester),２単位(2 Credits),CMP2300,日本語(Japanese),"",クリスマスを通してキリスト教と音楽に親しむ。クリスマスの伝統的な意味や教会暦の基本的な年間サイクル、音楽の形式や様式、時代的・社会的背景を理解する。,講義。中世から現代まで西洋音楽史の枠内で、代表的なクリスマスの曲を取り上げる。教会の礼拝で用いられる狭義のキリスト教音楽だけでなく、民衆歌、演奏会用音楽やオペラなども、幅広く扱う。毎回の授業では作品を実際に聴き、楽譜を用いながら分析を加える。音楽的能力（実技、楽典等）は問わないが、積極的な関心と意欲は必須。また、歌詞はラテン語、英語、ドイツ語、フランス語、イタリア語などの外国語なので、授業で配布する対訳をもとに、内容を理解しようとする努力を期待する。,図書館所蔵の音楽事典類、AVコーナーの資料等を活用されたい。授業中に随時、具体的な活用法を紹介する。,期日や詳細は初回に説明する。,とくに指定しない。,授業中に指示する。,時間厳守。私語厳禁。質問や指摘，討論はもちろん歓迎する。小レポートと小テストの期日、詳細を説明するので、初回の授業に必ず出席すること。,""
83,芸術への扉　　　　　　　　　　　　　　　　　　　　　　　新座(Stepping into the World of Art),ヨーロッパ美術作品鑑賞入門―近世の作例を手掛かりに,宮崎　匠(MIYAZAKI TAKUMI),春学期(Spring Semester),２単位(2 Credits),CMP1100,日本語(Japanese),・2016年度以降1年次入学者対象科目・学びの精神科目,近世、とりわけルネサンス期から18世紀までのヨーロッパの美術作品は日本でも人気が高く、毎年少なくない数の作品を美術館の展覧会で鑑賞することができる。だがそれらの作品は本来、21世紀に生きる我々のために制作されたものではなく、また日本の美術館に展示する目的で作られたものでもない。では近世の美術作品は誰によって、そして誰のために、なぜ制作され、どこに設置され、またどのように用いられたのだろうか。さらに制作のために使用された技法や材料、そして作品に表現されたモチーフは何を意味していたのだろうか。本講義ではこのような疑問を出発点とし、具体的な作品の造形的特徴や表現内容に加えて、その作品が制作された理由、また作られた当時の社会において果たしていた機能についても学ぶ。それにより、美術作品について特に歴史的・社会的背景を踏まえながら考える方法を身につけることを目指す。,近世のヨーロッパで制作された平面ならびに立体の美術作品に焦点を当て、作品の造形技術および表現上の特徴、歴史的意義、社会的重要性を分析する。具体的にはまず日本でも特別展などの機会に目にすることが多い、油彩を中心とした近世ヨーロッパの絵画作品についてジャンル別に4回にわたり論じる。その後の回では、日本で開催される展覧会にもしばしば出品される版画、そして日本からの観光客が旅行先で好んで訪れる庭園や建築、さらに現代のそれにも通じるデザイン性を持つ工芸作品や服飾について扱う。講義ではパワーポイントで制作したスライドを映写し、主に画像を参照しながら授業を進める。,予習：参考文献を読み、授業で扱われるテーマについてのおおよそのイメージをあらかじめ持って講義に臨む。¥n復習：授業内で扱われた作品（あるいは類似する作例）を参考文献の中にさがし、解説を読んで理解をより深める。,毎回、授業の内容に関するテーマについて参加者が考えたことを記述するリアクションペーパーの提出を求め、講義の理解度を確認する。,授業中に使用するテキストは特になし。,"",本講義では映写したスライド画像をもとに授業を進める。スライド画像は教室後方からでは見づらいため、受講者は可能な限り教室前方の席に座ること。,""
84,現代社会と人間　　　　　　　　　　　　　　　　　　　　　新座(Contemporary Society and Humanity),学校から職業への移行についての諸問題を考える,中西　啓喜(NAKANISHI HIROKI),秋学期(Fall Semester),２単位(2 Credits),CMP2100,日本語(Japanese),"",現代の日本における学校から職業への移行に関するいくつかの問題 (Problem) を考え､ そうした諸問題に対してどのようなスタンスをとるべきかを理解する｡,学歴社会論､ 産業社会学､ 労働社会学､ フェミニズム論等でこれまで行われてきた議論を踏まえつつ､ 現代の ｢仕事｣ や ｢働き方｣ に関する講義を行う｡ 履修者には､ 毎回リアクションペーパーの提出を求め､ それを通じて授業への積極的な参加を期待する｡,事前学習の指示は､ 履修登録完了後にCHORUS上で履修者に対して行う｡,"",図書の購入は義務ではありません｡資料は､ 授業内で提示・配布します｡,"","",""
85,現代社会の中の宗教１(Religions in Contemporary Society 1),生命倫理とわたしたち,梅澤　弓子(UMEZAWA YUMIKO),秋学期(Fall Semester),２単位(2 Credits),CMP1100,日本語(Japanese),・2016年度以降1年次入学者対象科目・学びの精神科目,生命倫理をめぐる諸問題について、その所在と実状を把握し、「いのちの尊厳」を考究する。,生命倫理をめぐる諸問題の中から、いくつかを取り上げ、その実態の把握に努める。また、問題の根柢にある人間についての「価値」理解を問い直す。この作業を通じて、「いのちの尊厳」を考究し、社会創造の方向性を模索する。とりあげるトピックスについては、学生の関心や授業時の社会の動きを汲んで柔軟に対応したい。全体討議やグループ討論も行う予定。,参加者は生命倫理をめぐる問題について、事前に自身の問いを整理しておくこと。,単位修得のためには2/3以上の出席が必要。,なし,"","",""
86,経営学への招待(Introduction to Business Administration),企業の戦略、会計・財務、国際経営の基礎を学ぶ,秋野　晶二(AKINO SHOJI)¥n青淵　正幸(AOBUCHI MASAYUKI)¥n尾﨑　俊哉(OZAKI TOSHIYA),春学期(Spring Semester),２単位(2 Credits),CMP1100,日本語(Japanese),・2016年度以降1年次入学者対象科目・学びの精神科目・担当者/教室については、4月10日（月）21:00以降に履修登録状況画面で確認すること,企業経営の戦略、会計・財務、国際経営といった3つの専門分野から、具体的にケースを取り上げたうえで、経営学の入門的な内容を学ぶ。,　この授業では、経営戦略論、会計・経営財務論、国際経営論、といった3つの専門分野それぞれについて、企業活動を理論と実態の両面からの講義を通じて経営学の入門的内容の講義を行う。その際、3名の担当教員が、それぞれ3つの専門分野について4回ずつ順次講義を行う。各専門の講義においては、まず、専門分野の観点から企業の活動を特徴づけ、次に各専門分野の理論の基礎を学び、最後にその理論に基づき、具体的なケースを通じてその内容の実態面を学ぶ。また各専門分野の講義の最後には確認のための小テストを行う。¥n【注意事項】¥n　この講義では、3つのクラスが同じ内容を学ぶが、所属するクラスによって学ぶ順序が異なり、また成績評価担当者も異なる。したがって受講者は、１．まず最初に配置された担当者のクラスの教室を履修者自身が履修登録画面で確認すること。２．その上で、その同じ教室で受講し続けなければならない。なお具体的な進め方などについては最初の講義で説明するので必ず出席すること。,毎回の講義の復習を行ったうえで､ 受講すること｡また各講義の課題や指示に従い随時予習・課題を行うこと｡,受講に当たって私語・欠席・遅刻・入退室・携帯電話の使用などに関するルールを設けており､ 順守できない場合には退室してもらうこともある｡ ルールについては最初の講義で説明するので､ 必ずルールを了解した上で受講すること｡,なし,随時指示する。,"",""
87,経営学への招待(Introduction to Business Administration),企業の戦略、会計・財務、国際経営の基礎を学ぶ,秋野　晶二(AKINO SHOJI)¥n青淵　正幸(AOBUCHI MASAYUKI)¥n尾﨑　俊哉(OZAKI TOSHIYA),春学期(Spring Semester),２単位(2 Credits),CMP1100,日本語(Japanese),・2016年度以降1年次入学者対象科目・学びの精神科目・担当者/教室については、4月10日（月）21:00以降に履修登録状況画面で確認すること,企業経営の戦略、会計・財務、国際経営といった3つの専門分野から、具体的にケースを取り上げたうえで、経営学の入門的な内容を学ぶ。,　この授業では、経営戦略論、会計・経営財務論、国際経営論、といった3つの専門分野それぞれについて、企業活動を理論と実態の両面からの講義を通じて経営学の入門的内容の講義を行う。その際、3名の担当教員が、それぞれ3つの専門分野について4回ずつ順次講義を行う。各専門の講義においては、まず、専門分野の観点から企業の活動を特徴づけ、次に各専門分野の理論の基礎を学び、最後にその理論に基づき、具体的なケースを通じてその内容の実態面を学ぶ。また各専門分野の講義の最後には確認のための小テストを行う。¥n【注意事項】¥n　この講義では、3つのクラスが同じ内容を学ぶが、所属するクラスによって学ぶ順序が異なり、また成績評価担当者も異なる。したがって受講者は、１．まず最初に配置された担当者のクラスの教室を履修者自身が履修登録画面で確認すること。２．その上で、その同じ教室で受講し続けなければならない。なお具体的な進め方などについては最初の講義で説明するので必ず出席すること。,毎回の講義の復習を行ったうえで､ 受講すること｡また各講義の課題や指示に従い随時予習・課題を行うこと｡,受講に当たって私語・欠席・遅刻・入退室・携帯電話の使用などに関するルールを設けており､ 順守できない場合には退室してもらうこともある｡ ルールについては最初の講義で説明するので､ 必ずルールを了解した上で受講すること｡,なし,随時指示する。,"",""
88,経営学への招待(Introduction to Business Administration),企業の戦略、会計・財務、国際経営の基礎を学ぶ,秋野　晶二(AKINO SHOJI)¥n青淵　正幸(AOBUCHI MASAYUKI)¥n尾﨑　俊哉(OZAKI TOSHIYA),春学期(Spring Semester),２単位(2 Credits),CMP1100,日本語(Japanese),・2016年度以降1年次入学者対象科目・学びの精神科目・担当者/教室については、4月10日（月）21:00以降に履修登録状況画面で確認すること,企業経営の戦略、会計・財務、国際経営といった3つの専門分野から、具体的にケースを取り上げたうえで、経営学の入門的な内容を学ぶ。,　この授業では、経営戦略論、会計・経営財務論、国際経営論、といった3つの専門分野それぞれについて、企業活動を理論と実態の両面からの講義を通じて経営学の入門的内容の講義を行う。その際、3名の担当教員が、それぞれ3つの専門分野について4回ずつ順次講義を行う。各専門の講義においては、まず、専門分野の観点から企業の活動を特徴づけ、次に各専門分野の理論の基礎を学び、最後にその理論に基づき、具体的なケースを通じてその内容の実態面を学ぶ。また各専門分野の講義の最後には確認のための小テストを行う。¥n【注意事項】¥n　この講義では、3つのクラスが同じ内容を学ぶが、所属するクラスによって学ぶ順序が異なり、また成績評価担当者も異なる。したがって受講者は、１．まず最初に配置された担当者のクラスの教室を履修者自身が履修登録画面で確認すること。２．その上で、その同じ教室で受講し続けなければならない。なお具体的な進め方などについては最初の講義で説明するので必ず出席すること。,毎回の講義の復習を行ったうえで､ 受講すること｡また各講義の課題や指示に従い随時予習・課題を行うこと｡,受講に当たって私語・欠席・遅刻・入退室・携帯電話の使用などに関するルールを設けており､ 順守できない場合には退室してもらうこともある｡ ルールについては最初の講義で説明するので､ 必ずルールを了解した上で受講すること｡,なし,随時指示する。,"",""
89,人文学からの学び（史学）(Humanities(History)),身近な都市空間を学ぶ,中台　由佳里(NAKADAI YUKARI),春学期(Spring Semester),２単位(2 Credits),CMP1100,日本語(Japanese),・2016年度以降1年次入学者対象科目・学びの精神科目,都市の持つ多様な機能について資料を利用し分析する方法を学ぶ。地域における都市機能の長所や短所を理解し考察できるようになる。,都市空間の機能や課題について人文社会的視点で学ぶ。大学周辺の地域を選出し、カテゴリーを設定する。地域ごとにチームを作り、さらに課題ごとの小グループに分かれて口頭発表を行う。毎週課題に基づき小グループでの発表を行い、参加者は複数の地域を比較してコメントを加える。選出される地域の数は、履修者数により決定される。,1）　小グループによる口頭発表の準備は、各グループで分担をして準備を行う。レジュメを作成し、パワーポイントでの発表を行う。¥n2）　授業内で出される課題に積極的に取り組む。,"",なし,"","",""
90,人文学からの学び（文学）(Humanities(Literature)),サッカーと映画と文学からみたフランス,陣野　俊史(JINNO TOSHIFUMI),春学期(Spring Semester),２単位(2 Credits),CMP1100,日本語(Japanese),・2016年度以降1年次入学者対象科目・学びの精神科目,フランスの文化に、サッカーと映画と文学の表現を通して接する,フランスは六角形をしているわけではない。フランスとアルジェリアやチュニジア、モロッコとの関係、あるいは海外県と呼ばれる島々との関係にはつねに注意を払う必要がある。ただし、経済や法律の側面からそうしたアプローチをすることが目的ではない。授業の底流には、絶えずサッカーがあることを前提としたい。,事前の準備は必要ありません。授業で話すことはほとんど初めて聞くことばかりでしょう。取り上げる小説や映画をできるかぎりすぐに読んだり観たりすることです。,"",なし,"",講義で詳細には示すが、「ＦＡＲＥ」というヨーロッパサッカーの差別撤廃運動は、注目に値するので、ＨＰで確認のこと。,""
91,身体表現と哲学(Bodily Expression and Philosophy),非日常的なものの冒険,堀　千晶(HORI CHIAKI),秋学期(Fall Semester),２単位(2 Credits),CMP2300,日本語(Japanese),"",身体を、精確に体験しなおすこと。,　世の中の人は、その大半は、身体をもっています。幽霊さえも、しばしば身体をもっています。雑踏を見わたせば、あちらにも身体、こちらにも身体……があります。とにかく様々な身体が、世界にはあふれています。しかし、身体が「あふれている」ことは、身体が「ありふれている」という意味ではありません。¥n　ある人の身体は、ほかの誰の身体とも置き換えることのできないものです。つまり、一見意外かもしれませんが、「意識」や「考え方」よりも、「身体」のほうが、ある意味で、個性的だとすらいえるのです。どんな身体であれ、ありふれたものなどありません。¥n　しかし、正確さを欠いた眼（日常を生きるなかで、どんどん差異に鈍感になっていってしまう）には、そう見えてしまうらしいのです。そうだとするなら、「ありふれていないもの」、「途方もないもの」こそが「あふれている」のを見るためには、世界の過剰さにふれるためには、緻密な眼（あるいは、緻密な身体）の育成が、おそらく必要だといえます。¥n　しかし身体は、あまりに身近なものであるがゆえに、あるいは、身「近」どころか「身そのもの」であるがゆえに、その個性がよく分からないというのも、また事実だろうとおもいます。そもそも、私たちは自分自身の顔も全身像も直接見ることができませんし（鏡に写っている自分の顔は左右反転しています）、自分の身体がどのように機能しているのかもよく知りませんし（たとえば、内臓がいまちょうどなにを消化・吸収しているのか、精確に知っている人は、ほとんどいないはずです）、自分の身体がどこまで非日常的なものに変身できるかもよくわかっていません（おもいきって大胆な格好をはじめてした（あるいは、これからしようとしている）ときの感情を想起してみてください）。¥n　日常的な身体の使い方が、きわめて限定され、制限されたものである以上、人間の身体がもっているポテンシャルは、その狭い枠内でしか発揮されていません。身体のポテンシャルがどれほどのものなのか、身体はなにをなしうるのか、どんなふうにはたらくかが分かるのは、身体が日常性の外に出るとき、あるいは、決まった枠組の外に出ざるをえないときのことです。そのような営みを、ここでは仮に「表現」と呼ぶことにします。¥n　前置きが長くなりましたが、本講義が扱うのは、身体を日常的な制約の外に連れ出すような表現行為の歴史です（ひるがえって、それは日常的な身体のありかたを見つめ直すことにもなるとおもいますが、それはあくまで副産物でしょう）。映画、文学、ダンス、彫刻、音楽、絵画、写真、衣服……などにおける、身体の表現をとおして、個々の身体が有する個性の途方もなさを、さまざまな角度から考えてみたいとおもいます。関連する哲学・思想も、ジェンダー／セクシュアリティ／エロス論などを含め、適宜紹介します。¥n　以下に授業計画を記しますが、あくまで暫定的で、予定のとおり進むとはまったくかぎらないということを、あらかじめご承知おきください。,基本的に、自由。,"",なし,"","",""
92,スポーツスタディ１(Sports Study 1),レクリエーショナルスポーツ,"マックグラス(MCGRATH,KELLY F.)",春学期(Spring Semester),２単位(2 Credits),CMP1221,英語(English),・定員40名・月曜4時限,"Students will learn the basic skills and rules guiding a variety of recreational activities, in addition to developing English communication skills. Students will gain an understanding of how positive lifestyle changes through exercise can enhance an individual’s physical, mental and social well-being. Students will develop the ability to manage a personalize fitness program by following the F.I.T.T, guidelines.","Instruction for this course will be conducted in English. The recreational activities covered are grouped into three categories: ball sports (table tennis, mini tennis, floor hockey), studio activities (yoga, and balance ball) and conditioning (circuit training). Guidelines for the promotion of the fitness elements of flexibility, strength and endurance will be covered at the beginning of class. In addition, mindfulness training (MT) will be introduced as a strategy to increase awareness of healthy habits and promote greater wellness.",Students must complete a medical examination and the pre-screeening form for exercise.,単位修得のためには２／３以上の出席が必要となる。,None,Handouts will be provided in class.,"",""
93,スポーツスタディ１(Sports Study 1),レクリエーショナルスポーツ,"マックグラス(MCGRATH,KELLY F.)",秋学期(Fall Semester),２単位(2 Credits),CMP1221,英語(English),・定員40名・月曜4時限,"Students will learn the basic skills and rules guiding a variety of recreational activities, in addition to developing English communication skills. Students will gain an understanding of how positive lifestyle changes through exercise can enhance an individual’s physical, mental and social well-being. Students will develop the ability to manage a personalize fitness program by following the F.I.T.T, guidelines.","Instruction for this course will be conducted in English. The recreational activities covered are grouped into three categories: ball sports (table tennis, mini tennis, floor hockey), studio activities (yoga, and balance ball) and conditioning (circuit training). Guidelines for the promotion of the fitness elements of flexibility, strength and endurance will be covered at the beginning of class. In addition, mindfulness training (MT) will be introduced as a strategy to increase awareness of healthy habits and promote greater wellness.",Students must complete a medical examination and the pre-screeening form for exercise.,単位修得のためには２／３以上の出席が必要となる。,None,Handouts will be provided in class.,"",""
94,スポーツスタディ２(Sports Study 2),ダイエットフィットネス,大石　友子(OOISHI TOMOKO),秋学期(Fall Semester),２単位(2 Credits),CMP1220,日本語(Japanese),・定員30名,フィットネスとは，外見を形造ることにとどまらず，心身全体が健やかで適切な状態であることを意味する。では自己の全体像を管理し，心身ともに調った状態で生きるために，いかにして身体運動を個々人の日常生活に無理なく取り入れることができるのか。本授業では，この問題意識をベースに，自らの必要に応じた運動を選択し，能動的かつ継続的に行う意識と習慣を育む。,日常生活の中で継続実践し易い身体運動を取り上げ，構造の解説を行いつつ実践する。各回は幾つかの種類の運動を組み合わせた流れで行う。エクササイズには各自の記録用紙を用い，強度の自己管理にも取り組む。¥n本授業の具体的課題は以下の通り。¥nＡ）インナーマッスルを鍛えて姿勢を変え，動きの質をベースアップ，および基礎代謝を上げる。Ｂ）アウターマッスルを鍛え，ボディラインを創る。C）エネルギー消費に着目し，有酸素運動効果のあるトレーニングについてその理論を学び実践する。¥nこれらの課題に対して下記の身体運動に取り組み，その効果についての解説を行う。,履修登録完了後に，必要に応じてBlackboard上で指示する。,単位修得のためには２／３以上の出席が必要となる。,授業時に資料を配布する。,必要に応じて授業中に紹介する。,当該年度の定期健康診断を必ず受診すること。授業初回に健康診断の受診の有無を確認する。¥n室内用シューズを用意し，裸足になれる動き易い服装，水分補給の用意をして参加すること。,""
95,スポーツスタディ３(Sports Study 3),フットサル,笛木　寛(FUEKI YUTAKA),春学期(Spring Semester),２単位(2 Credits),CMP1220,日本語(Japanese),・定員30名・月曜4時限,フットサルのルールを理解し、基礎技術、戦術を身に付ける。Ｍ―Ｔ―Ｍメソッドによるパフォーマンスの向上を、受講者自らが考え実践する。,チーム分けをしたうえで、前半はフットサルの基礎技術・基礎戦術を身に付けるために統一テーマでの練習、試合を行う。後半はチームごとにＭ-Ｔ-Ｍメソッドの手法を用いてチームパフォーマンスを向上させる手法を考え、実践する。Ｍ―Ｔ―Ｍメソッドとは、試合（Match）内容を分析し、有効な練習（Training）によってパフォーマンスを向上させる一連の手法。,予習範囲や課題はCHORUSで知らせる。¥n当該年度の定期健康診断を必ず受診すること。授業初回に健康診断の受診の有無を確認する。,単位修得のためには２／３以上の出席が必要となる。,なし,"","",""
96,スポーツスタディ３(Sports Study 3),フットサル,笛木　寛(FUEKI YUTAKA),秋学期(Fall Semester),２単位(2 Credits),CMP1220,日本語(Japanese),・定員30名・月曜4時限,フットサルのルールを理解し、基礎技術、戦術を身に付ける。Ｍ―Ｔ―Ｍメソッドによるパフォーマンスの向上を、受講者自らが考え実践する。,チーム分けをしたうえで、前半はフットサルの基礎技術・基礎戦術を身に付けるために統一テーマでの練習、試合を行う。後半はチームごとにＭ-Ｔ-Ｍメソッドの手法を用いてチームパフォーマンスを向上させる手法を考え、実践する。Ｍ―Ｔ―Ｍメソッドとは、試合（Match）内容を分析し、有効な練習（Training）によってパフォーマンスを向上させる一連の手法。,予習範囲や課題はCHORUSで知らせる。¥n当該年度の定期健康診断を必ず受診すること。授業初回に健康診断の受診の有無を確認する。,単位修得のためには２／３以上の出席が必要となる。,なし,"","",""
97,西欧キリスト教社会における大学の誕生(Genealogy of Universities and Colleges in Occidental Christianity),哲学思想と共に辿る大学の歴史,松澤　裕樹(MATSUZAWA HIROKI),春学期(Spring Semester),２単位(2 Credits),CMP1100,日本語(Japanese),・2016年度以降1年次入学者対象科目・学びの精神科目,大学の歴史に関する全般的な知識を得ることよりも、様々な哲学者の思想に触れながら、受講者ひとりひとりが大学で学ぶことの意味について深く考え、大学で主体的に学ぶ方法を身につけることに重点を置く。,授業の前半では、古代ギリシアから現在へと至る歴史の中でいかに大学が誕生し発展してきたのかを講義を通じて理解を深める。授業の後半では、受講者が予習してきた哲学者のテキストを材料にしてグループ学習を行い、大学での学びに関する様々な問いについて議論を行う。,テキストを予習し、要点や疑問点を予習ノート（A4一枚）にまとめ、授業でのグループ学習に備える。,"",授業で使用するテキストはBlackboardを通して配布する。,授業中に適宜紹介する。,"",""
98,大学と科学技術(Universities And Science Technology),文系・理系の区別を越えて，大学と科学技術について社会的・歴史的側面から考える,柿原　泰(KAKIHARA YASUSHI),春学期(Spring Semester),２単位(2 Credits),CMP2500,日本語(Japanese),・2016年度以降1年次入学者対象科目,大学・アカデミズムと科学技術の関係を多面的に理解する。文系・理系の区別を越えて，科学技術の絡む社会的諸問題を考える。,原子力や放射能，遺伝子操作，化学物質汚染など，科学技術が絡む現代社会のさまざまな問題をどのように読み解けばよいのだろうか。大学・アカデミズムと科学技術との関係を解きほぐしながら，科学史や科学社会学などの科学技術論の視点を紹介し，社会的側面から考察する。また，それらを大学や学問のあり方と絡めて考えていく。,各回の講義終了後にコメントを書くこと。¥n平常から自らの関心をさらに発展させ，深めるよう，積極的に書物を読み，自らの頭を使って考えること。¥n中間レポート，最終レポートに向けた学習を平常から進めること。,"",とくになし。適宜，プリントを配布する。,その他，講義時間中に随時，紹介する。,"",""
99,対人関係の心理(Psychology of Human Relations),「集団」の心理学的理解を通して、個人のあり方を見つめ直す,浅井　健史(ASAI TAKESHI),春学期(Spring Semester),２単位(2 Credits),CMP2400,日本語(Japanese),"",「集団」で生じる行動や対人関係について、社会心理学の知見や発想を学び、身近な事象や社会問題を心理学的に理解する力を養う。,社会的存在である私たちは、集団を離れて生きられない。集団は協働により偉業を達成したり、成員に支援や安心感を与えるが、時として内外に破壊的な影響をもたらす。そうした「集団」で生じるさまざまな現象を、具体例をもとに心理学的に検討する。社会に生きる人間にとって、個と集団の理想的な関係はどうあるべきか、それをどう築いていけるかを模索したい。,各回で提示した参考文献を中心に、授業後も受講者が発展的学習に努め、学期末レポートに結実させること。,1/3以上の欠席者（出席兼コメントペーパーと内容で判定）はレポート（100点満点）から欠席回数×2点を減じる。,配布するレジュメを用いて授業を進めるので、テキストは指定しない。,各回の授業で参考文献を提示する。,私語は他の受講者の迷惑になるので禁止。違反者には座席移動など厳しく対応する。全員のコミットメントで快適な授業環境を創っていきたい。,""
100,地域研究への扉(Door to Area Studies),地域を読み解く方法を学ぶ,中台　由佳里(NAKADAI YUKARI),秋学期(Fall Semester),２単位(2 Credits),CMP2100,日本語(Japanese),・2016年度以降1年次入学者対象科目,地域を多角的な視点から読み解き、記述する方法を学ぶ。資料の選択、文献の読み取りなどを総合してまとめる力を養う。,地域研究のための基礎的なアプローチの仕方、テーマ設定、データの収集方法などを学ぶ。地域研究のテーマに基づき口頭発表を行う。テーマに沿って各自の分担部分を資料、文献などに基づきレポートにまとめる。,事前に配布された資料を読んで準備学習を行う。テーマに基づき口頭発表の準備を行う。,"",テキストは使用しない。適宜プリントを配布する。,"","",""
101,地球の理解　　　　　　　　　　　　　　　　　　　　　　　新座(Understanding of the Earth),地球に関する事象を学び，後世への伝承の大切さを理解する,小森　次郎(KOMORI JIRO),春学期(Spring Semester),２単位(2 Credits),CMP2500,日本語(Japanese),"",地球上の多様な自然に関する見聞を広げ，それらを健全な状態で後世へ残すことの重要性を理解する,私たちには，過去から受け継いだ地球を「健全な状態」で後世へ渡す，といった責務がある．いっぽう現代は世界の人口爆発，地球温暖化とそれに伴う自然環境の変化，といった激変の時代であり，尚かつ近代化が進んだ社会には自然と接する機会が少ない．したがって，自然に対する興味や，自然に関する情報の理解力・活用力（≒リテラシー）を増す努力が必要である．そこで本科目では，身近な自然の見どころや，雪氷や火山といった極端な地域・事象を扱い，それらを知り，考え，理解し，さらに自らが行動するきっかけまでを学ぶこととする．,前後の週に扱うテーマに関連した事例（海外も含む）について，事前・事後学習として独自にまとめるようにすること（まとめた成果はレポートとは別の成果物として独自の判断により教員へ提出することができる．詳細は授業内で説明）．¥n,"",特になし．,"",・地球科学分野の話題が多いですが，できるだけ平易な言葉と話題で授業を進めます．授業で扱った対象地域については観光情報を含める等，親しみやすい話題を含めます．¥n・受講しているみなさんが主役です．挙手による活発な質問・発言を歓迎します．¥n・私語，携帯電話の使用，授業と関係の無い作業等については厳しく対処し退室を求めます．授業開始から15分経過の入室は原則禁止とします．,""
102,中国語圏の文化(Culture in the Chinese speaking sphere),アジア文化の基層を探る,稲葉　明子(INABA AKIKO),春学期(Spring Semester),２単位(2 Credits),CMP2100,日本語(Japanese),"",中国語圏理解に有効な祭祀や伝統芸能を観察するスキルを高め、自らも含めたアジア文化の基層を認識する。,漢末の民間叙事詩とされる所謂「孔雀東南飛」を授業期間を通じて少しずつ音読し、毎回漢文書き下しの訓練を重ねることで、取りくみにくい対象へのアプローチ術を徐々に培う。並行して毎回一テーマずつ以下の素材を観察し、中国における生活空間、物語世界、２０世紀の変容、周辺文化圏との関係について具体的に考えていく。中国語履修の有無は理解に影響しないが、現代人からすると一見冗長にみえる「伝統的パフォーマンス」にむしろ難しさを感じるかもしれない。,毎回漢文書き下し課題を課す。授業資料提出プリントはBlackBoard上からもダウンロードできる。,"",プリントを配布。,他、授業で指示する。,"",""
103,入門・経済教室(Introduction to Economics),経済のしくみの基礎を理解し，経済理論の初歩を学ぶ,佐藤　有史(SATO YUJI),春学期(Spring Semester),２単位(2 Credits),CMP2200,日本語(Japanese),"",日本経済を例にとり，経済のしくみの基礎を学びます。さらに，そうしたしくみを解き明かそうとした代表的な経済理論の初歩を，現代人に必須の教養の一部として習得します。,私たちを取り巻く経済の動きを知るには，最低限習得すべきスキルを必要とします。最初に，どんなスキルが必要なのか，そのほんの初歩を，最新の日本経済を例にとって学生の皆さんに知ってもらいます。さらに，そうした経済のしくみを解き明かそうと努めた代表的な経済学者たちについて知っておくことは，現代人として身に着けておくべき必須の教養の一部であることが強調されます。この講義では，特に5人の経済学者について触れます。,すべての回の講義内容にあたる箇所が教科書の中に見出せます。あらかじめ読んでおくべき箇所について指示を出しておきますので，必ず読んでくるように。授業を始めるにあたって，読むように指示した箇所から簡単なドリルを実施してから授業に入ることがあります。,"","",その他，授業で触れる文献については授業中に紹介いたします。,"",""
